42.0	3.0	5.7	3.0	4.2	1.2
43.0	1.0	4.4	3.2	1.3	0.2
44.0	2.0	5.3	3.7	1.5	0.2
45.0	2.0	5.0	2.3	3.3	1.0
46.0	1.0	4.6	3.1	1.5	0.2
47.0	3.0	5.4	3.0	4.5	1.5
48.0	1.0	5.0	3.0	1.6	0.2
49.0	3.0	7.7	2.8	6.7	2.0
50.0	2.0	5.4	3.7	1.5	0.2
51.0	3.0	4.9	2.5	4.5	1.7
52.0	1.0	4.9	3.1	1.5	0.1
53.0	3.0	5.5	2.5	4.0	1.3
54.0	3.0	6.1	2.8	4.0	1.3
55.0	3.0	6.5	2.8	4.6	1.5
56.0	3.0	5.7	2.8	4.1	1.3
57.0	2.0	5.2	3.4	1.4	0.2
58.0	3.0	6.7	3.3	5.7	2.5
59.0	3.0	7.9	3.8	6.4	2.0
60.0	3.0	6.5	3.0	5.2	2.0
61.0	2.0	5.0	3.5	1.3	0.3
62.0	3.0	7.2	3.0	5.8	1.6
63.0	2.0	5.0	3.5	1.6	0.6
64.0	3.0	6.2	3.4	5.4	2.3
65.0	1.0	4.9	3.0	1.4	0.2
66.0	3.0	6.3	3.3	4.7	1.6
67.0	3.0	6.7	3.1	5.6	2.4
68.0	3.0	6.1	3.0	4.6	1.4
69.0	3.0	6.9	3.1	5.4	2.1
70.0	3.0	5.8	2.7	5.1	1.9
71.0	1.0	4.5	2.3	1.3	0.3
72.0	3.0	6.1	2.9	4.7	1.4
73.0	3.0	6.3	2.5	4.9	1.5
74.0	3.0	6.3	2.8	5.1	1.5
75.0	3.0	5.0	2.0	3.5	1.0
76.0	3.0	5.8	2.7	5.1	1.9
77.0	3.0	6.1	2.8	4.7	1.2
78.0	3.0	5.7	2.8	4.5	1.3
79.0	2.0	5.0	3.6	1.4	0.2
80.0	3.0	6.5	3.0	5.8	2.2
81.0	3.0	5.7	2.6	3.5	1.0
82.0	3.0	6.0	2.2	4.0	1.0
83.0	2.0	5.1	3.3	1.7	0.5
84.0	1.0	4.8	3.4	1.6	0.2
85.0	3.0	6.4	2.8	5.6	2.2
86.0	2.0	5.4	3.9	1.3	0.4
87.0	3.0	6.0	3.4	4.5	1.6
88.0	3.0	6.7	3.0	5.0	1.7
89.0	3.0	6.2	2.9	4.3	1.3
90.0	2.0	5.2	3.5	1.5	0.2
91.0	3.0	5.9	3.2	4.8	1.8
92.0	2.0	5.4	3.4	1.7	0.2
93.0	3.0	7.7	3.8	6.7	2.2
94.0	3.0	6.3	2.3	4.4	1.3
95.0	2.0	5.1	3.4	1.5	0.2
96.0	3.0	5.9	3.0	4.2	1.5
97.0	3.0	6.7	2.5	5.8	1.8
98.0	3.0	6.3	2.9	5.6	1.8
99.0	3.0	6.5	3.2	5.1	2.0
100.0	3.0	6.4	2.9	4.3	1.3
101.0	2.0	5.1	3.8	1.9	0.4
102.0	3.0	5.6	2.5	3.9	1.1
103.0	3.0	7.0	3.2	4.7	1.4
104.0	3.0	6.7	3.0	5.2	2.3
105.0	1.0	4.8	3.1	1.6	0.2
106.0	3.0	5.5	2.3	4.0	1.3
107.0	3.0	7.7	3.0	6.1	2.3
108.0	1.0	4.8	3.0	1.4	0.3
109.0	3.0	5.8	2.7	4.1	1.0
110.0	3.0	5.6	2.8	4.9	2.0
111.0	3.0	6.1	3.0	4.9	1.8
112.0	1.0	4.4	2.9	1.4	0.2
113.0	1.0	4.9	3.1	1.5	0.1
114.0	3.0	6.2	2.2	4.5	1.5
115.0	3.0	6.3	3.4	5.6	2.4
116.0	2.0	5.1	3.8	1.6	0.2
117.0	3.0	6.0	2.7	5.1	1.6
118.0	2.0	5.7	3.8	1.7	0.3
119.0	1.0	4.6	3.2	1.4	0.2
120.0	3.0	7.2	3.6	6.1	2.5
121.0	3.0	5.6	2.7	4.2	1.3
122.0	1.0	4.7	3.2	1.3	0.2
123.0	3.0	6.0	2.2	5.0	1.5
124.0	3.0	6.5	3.0	5.5	1.8
125.0	3.0	6.8	3.2	5.9	2.3
126.0	3.0	6.9	3.1	4.9	1.5
127.0	1.0	5.0	3.2	1.2	0.2
128.0	3.0	6.4	2.8	5.6	2.1
129.0	2.0	5.0	3.4	1.6	0.4
130.0	1.0	4.7	3.2	1.6	0.2
131.0	3.0	5.6	3.0	4.1	1.3
132.0	3.0	6.2	2.8	4.8	1.8
133.0	3.0	5.8	2.6	4.0	1.2
134.0	2.0	4.8	3.4	1.9	0.2
135.0	3.0	5.7	2.9	4.2	1.3
136.0	3.0	6.6	3.0	4.4	1.4
137.0	3.0	6.6	2.9	4.6	1.3
138.0	3.0	6.7	3.1	4.7	1.5
139.0	2.0	5.8	4.0	1.2	0.2
140.0	3.0	5.5	2.4	3.7	1.0
141.0	3.0	7.1	3.0	5.9	2.1
142.0	2.0	5.2	4.1	1.5	0.1
143.0	3.0	7.6	3.0	6.6	2.1
144.0	3.0	6.1	2.6	5.6	1.4
145.0	1.0	5.0	3.3	1.4	0.2
146.0	2.0	5.1	2.5	3.0	1.1
147.0	2.0	5.0	3.4	1.5	0.2
148.0	3.0	6.3	2.7	4.9	1.8
149.0	3.0	7.3	2.9	6.3	1.8
150.0	3.0	6.4	3.2	5.3	2.3
